last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Albies, Ozzie,645277,527,15.5,34.0,109.9,86.3,91.7,81.6,427,176,389,155,29.4,25,4.7,3.7
Reynolds, Mark,448602,145,18.3,34.5,109.9,89.0,92.4,86.8,449,182,406,57,39.3,15,10.3,6.4
Souza Jr., Steven,519306,166,16.2,35.5,109.8,88.7,91.9,87.7,450,179,401,66,39.8,13,7.8,4.8
Realmuto, J.T.,592663,377,14.4,39.8,109.8,88.9,92.4,86.0,434,177,406,154,41.0,34,9.0,6.4
Andrus, Elvis,462101,331,8.8,30.8,109.7,87.2,90.0,86.3,428,152,404,101,30.5,14,4.2,3.3
Simmons, Andrelton,592743,516,7.7,28.5,109.7,87.8,92.0,86.6,402,149,382,186,36.3,21,4.1,3.5
Pina, Manny,444489,249,13.8,37.3,109.7,84.7,90.4,80.9,428,169,409,66,26.6,13,5.2,3.9
Broxton, Keon,542979,50,2.7,30.0,109.7,84.0,92.6,77.5,442,143,398,15,30.0,3,6.0,3.4
Perez, Hernan,541650,246,10.9,34.1,109.6,87.3,91.2,85.5,441,170,409,79,32.1,12,4.9,3.6
Camargo, Johan,622666,359,12.5,31.2,109.6,88.0,91.0,86.8,431,166,389,121,33.7,18,5.0,3.4
Kendrick, Howie,435062,124,7.9,36.3,109.6,90.2,95.2,86.6,434,161,412,55,44.4,6,4.8,3.8
Duvall, Adam,594807,268,22.6,31.0,109.6,89.0,93.5,85.6,441,202,392,110,41.2,28,10.4,6.6
Freeman, Freddie,518692,492,14.5,44.9,109.6,89.1,93.7,83.0,441,190,402,196,39.8,46,9.3,6.5
Rosario, Amed,642708,441,7.2,32.7,109.5,87.3,90.4,85.9,437,151,405,141,32.1,17,3.9,2.9
Benintendi, Andrew,643217,482,12.6,37.6,109.5,88.4,91.9,84.8,437,182,394,159,33.1,31,6.4,4.7
Choo, Shin-Soo,425783,407,6.1,35.9,109.5,89.0,95.2,83.7,447,164,404,163,40.0,45,11.1,6.8
Calhoun, Kole,594777,364,12.0,34.3,109.4,90.4,94.4,86.4,436,181,403,156,42.9,34,9.3,6.2
Eaton, Adam,594809,257,7.2,33.9,109.4,85.8,90.3,82.9,408,152,396,78,30.4,8,3.1,2.2
Choi, Ji-Man,596847,137,13.6,35.8,109.4,90.0,94.9,87.0,460,173,409,58,42.3,16,11.7,7.2
Torres, Gleyber,650402,315,18.8,38.7,109.4,88.7,91.2,86.8,444,196,396,116,36.8,29,9.2,6.0
Hernandez, Cesar,514917,454,9.4,30.0,109.4,84.2,88.8,81.3,441,159,393,127,28.0,19,4.2,2.7
Carpenter, Matt,572761,410,20.4,44.4,109.4,89.6,94.4,81.0,432,231,389,183,44.7,56,13.7,8.3
Gregorius, Didi,544369,445,15.6,32.8,109.4,86.5,90.8,84.5,430,180,379,136,30.6,21,4.7,3.7
McKinney, Billy,641856,87,18.7,41.4,109.4,88.8,93.1,86.6,411,193,399,33,37.9,7,8.0,5.3
Delmonico, Nicky,547170,205,14.6,34.6,109.3,86.8,90.0,85.5,410,175,386,70,34.1,12,5.9,3.8
Markakis, Nick,455976,552,10.1,38.4,109.3,90.6,92.2,90.2,429,170,398,229,41.5,17,3.1,2.4
Adams, Matt,571431,233,19.0,35.6,109.3,88.7,94.6,83.5,460,193,396,92,39.5,24,10.3,7.1
Saladino, Tyler,573135,88,15.6,40.9,109.3,89.4,92.0,88.0,431,200,416,38,43.2,6,6.8,4.3
Osuna, Jose,591741,85,9.7,32.9,109.3,89.0,93.7,84.9,420,151,411,31,36.5,6,7.1,5.4
Smith, Kevan,607345,154,0.3,26.0,109.3,87.9,93.0,85.6,438,126,412,54,35.1,7,4.5,3.7
Cuevas, Noel,571595,122,10.4,28.7,109.3,85.2,90.3,83.5,403,154,383,33,27.0,2,1.6,1.3
Castro, Starlin,516770,475,8.4,32.0,109.3,88.5,91.9,87.1,427,154,400,172,36.2,33,6.9,5.1
LeMahieu, DJ,518934,460,5.7,31.3,109.3,91.1,93.2,89.6,439,163,399,197,43.0,24,5.2,4.1
Mahtook, Mikie,543484,160,12.1,28.1,109.3,87.6,93.1,84.1,445,162,399,56,35.0,10,6.3,4.0
Tellez, Rowdy,642133,50,10.6,46.0,109.3,88.7,96.4,80.6,423,191,398,20,40.0,6,12.0,8.2
Higashioka, Kyle,543309,56,28.0,30.4,109.2,88.4,92.0,85.2,401,219,377,17,30.4,6,10.7,7.6
Arenado, Nolan,571448,475,15.3,35.8,109.2,89.7,94.4,85.8,464,184,408,191,40.3,35,7.4,5.2
Beltre, Adrian,134181,345,13.7,39.7,109.2,88.7,91.8,85.6,439,187,399,127,36.8,22,6.4,4.6
Hundley, Nick,460026,197,15.6,38.6,109.2,88.9,92.2,86.4,432,176,377,78,39.6,13,6.6,4.3
Buxton, Byron,621439,63,12.7,20.6,109.1,85.7,91.9,82.9,339,148,,17,27.0,1,1.6,1.1
Gomes, Yan,543228,287,18.5,41.8,109.1,88.9,92.3,85.1,435,200,391,110,38.7,24,8.4,5.5
Gamel, Ben,592325,197,7.2,36.0,109.1,88.7,90.6,87.0,402,155,369,66,33.5,6,3.0,2.0
Kratz, Erik,456124,166,12.7,28.3,109.1,89.5,92.1,88.3,433,168,404,65,39.2,8,4.8,3.7
Kingery, Scott,664068,331,16.8,38.7,109.1,85.5,90.3,79.1,405,188,378,101,30.7,17,5.1,3.5
Mesoraco, Devin,519023,193,20.6,26.9,109.0,86.6,92.0,82.9,416,172,393,55,28.5,12,6.2,4.4
Sanchez, Adrian,506703,50,8.1,36.0,109.0,86.0,89.9,84.1,400,153,,14,28.6,3,6.0,5.1
Polanco, Jorge,593871,244,15.5,37.7,109.0,83.9,88.7,79.8,411,180,379,68,27.9,9,3.7,2.7
Gordon, Alex,460086,383,10.9,36.6,109.0,88.5,93.4,84.3,422,170,399,151,39.4,26,6.8,4.6
Pearce, Steve,456665,176,11.9,35.8,109.0,89.4,94.7,85.0,438,175,392,69,39.2,20,11.4,8.0
Bruce, Jay,457803,245,21.2,37.6,109.0,88.4,92.6,83.9,412,205,390,84,34.4,22,9.0,6.1
LaMarre, Ryan,534606,115,10.4,35.7,108.9,87.1,92.4,84.7,389,161,377,38,33.9,4,3.5,2.2
Maldonado, Martin,455117,279,14.2,31.5,108.9,84.7,89.6,81.4,425,168,397,74,26.5,14,5.0,3.5
Garcia, Leury,544725,194,5.3,34.0,108.8,85.7,90.9,82.0,421,142,399,61,31.6,5,2.6,1.8
Young, Chris,455759,78,24.1,30.8,108.8,83.3,88.5,80.8,409,190,387,22,28.6,5,6.4,3.9
Smith, Dominic,642086,96,17.2,40.6,108.8,87.7,93.0,81.1,417,186,391,29,30.2,6,6.3,4.0
Escobar, Eduardo,500871,448,18.8,39.5,108.8,86.5,90.8,82.3,447,197,400,122,27.6,37,8.3,5.9
Crawford, Brandon,543063,414,11.1,37.2,108.8,87.3,90.6,85.6,436,168,386,137,33.1,15,3.6,2.5
Peraza, Jose,606299,570,13.4,38.2,108.7,83.9,87.1,81.3,426,177,391,134,23.6,14,2.5,2.0
Martin, Russell,431145,207,10.1,22.7,108.7,90.6,95.4,90.0,424,147,389,89,43.0,13,6.3,3.7
Fowler, Dustin,641583,147,15.0,35.4,108.6,88.3,88.8,90.0,437,172,404,59,40.4,6,4.1,3.0
Grossman, Robbie,543257,320,14.5,34.4,108.6,86.8,89.7,85.5,422,173,394,89,28.3,7,2.2,1.5
Meadows, Austin,640457,140,13.7,34.3,108.6,88.2,91.2,86.7,420,181,398,55,39.3,9,6.4,4.7
Jackson, Austin,457706,215,10.6,34.0,108.6,86.8,90.4,84.4,419,158,404,69,32.4,6,2.8,1.6
Orlando, Paulo,449181,65,11.2,24.6,108.6,88.3,89.6,88.8,359,140,,22,33.8,1,1.5,1.1
Calhoun, Willie,641432,77,11.6,33.8,108.6,87.2,90.2,84.1,417,178,413,18,23.4,2,2.6,1.9
Drury, Brandon,592273,57,13.4,38.6,108.6,88.2,93.6,83.1,401,168,,20,35.1,4,7.0,4.7
Briceno, Jose,593993,83,9.7,33.7,108.6,86.1,89.4,82.3,423,171,404,29,34.9,4,4.8,3.1
Pollock, A.J.,572041,321,13.2,31.5,108.6,89.0,93.7,84.5,455,183,405,130,40.6,32,10.0,7.0
Brantley, Michael,488726,517,9.5,39.1,108.6,89.9,91.9,89.0,424,169,392,192,38.0,19,3.7,3.0
Cabrera, Melky,466320,217,9.4,33.6,108.6,90.4,90.5,92.4,407,154,386,89,41.0,5,2.3,1.8
Swanson, Dansby,621020,365,12.9,32.1,108.5,86.8,91.9,83.2,438,168,399,124,34.0,15,4.1,2.8
Luplow, Jordan,656669,74,16.6,32.4,108.5,85.6,91.6,82.0,441,165,411,18,24.3,5,6.8,4.9
Reyes, Victor,622682,168,6.0,31.5,108.5,84.0,88.4,81.5,399,138,390,44,26.2,5,3.0,2.3
Castillo, Welington,456078,124,15.5,34.7,108.5,90.4,93.2,88.7,430,185,392,57,46.0,12,9.7,6.6
Flores, Wilmer,527038,353,17.0,33.1,108.5,86.4,89.7,85.8,422,180,384,94,26.8,10,2.8,2.3
Hernandez, Gorkys,491676,307,11.8,30.0,108.5,86.2,92.4,83.1,433,148,403,109,35.5,23,7.5,5.1
Gennett, Scooter,571697,467,13.3,37.5,108.5,86.7,91.0,82.5,420,179,377,149,31.9,27,5.8,4.2
Canha, Mark,592192,279,15.5,36.6,108.5,87.0,92.7,82.9,434,182,400,96,34.4,25,9.0,6.1
Mondesi, Adalberto,609275,202,11.8,31.7,108.4,87.4,94.6,81.1,437,178,411,74,36.6,21,10.4,7.2
Lamb, Jake,571875,146,4.9,31.5,108.4,88.2,91.8,84.9,422,161,388,54,37.2,9,6.2,3.8
Dean, Austin,621573,91,14.6,31.9,108.3,87.5,92.1,84.9,410,174,399,31,34.1,5,5.5,4.1
Cabrera, Asdrubal,452678,429,14.3,33.1,108.3,89.6,93.5,86.8,425,178,385,167,38.9,31,7.2,5.2
Granderson, Curtis,434158,239,16.3,44.8,108.3,88.3,92.3,82.3,423,202,384,82,34.3,15,6.3,3.7
O'Hearn, Ryan,656811,104,17.7,33.7,108.3,91.4,95.6,86.8,431,197,392,46,44.2,13,12.5,7.6
Severino, Pedro,600474,144,14.1,31.3,108.3,83.2,89.7,79.0,428,150,426,28,19.4,3,2.1,1.4
Pena, Francisco,506747,92,7.1,27.2,108.2,85.0,87.8,84.4,430,135,424,25,27.2,3,3.3,2.1
Slater, Austin,596103,131,2.3,25.2,108.2,86.9,88.6,87.4,425,117,425,45,34.4,3,2.3,1.3
Russell, Addison,608365,324,12.0,36.7,108.2,86.3,90.0,83.8,409,174,379,86,26.5,7,2.2,1.5
White, Tyler,643603,162,17.0,31.5,108.2,89.0,93.7,85.5,417,192,382,59,36.4,15,9.3,6.3
Culberson, Charlie,518586,212,7.3,33.5,108.2,84.1,90.5,80.8,413,149,396,65,30.7,11,5.2,3.4
Hedges, Austin,595978,214,15.8,30.8,108.2,85.4,92.0,80.5,421,179,393,64,29.9,14,6.5,4.3
Mathis, Jeff,425772,132,14.2,37.1,108.2,86.6,92.2,80.8,414,183,386,44,33.3,4,3.0,1.8
Lugo, Dawel,608475,74,1.4,23.0,108.1,86.2,94.0,83.9,404,119,404,21,28.4,1,1.4,1.0
Posey, Buster,457763,347,10.3,35.2,108.1,89.1,91.8,87.0,421,165,396,121,34.9,18,5.2,4.0
Barnes, Austin,605131,134,4.4,28.4,108.1,86.3,88.8,85.8,419,126,403,41,31.5,5,3.7,2.1
Gonzalez, Adrian,408236,137,11.6,33.6,108.1,88.5,92.7,83.8,430,166,402,52,38.0,9,6.6,4.8
Rosario, Eddie,592696,458,17.4,33.0,108.1,87.3,92.5,81.9,418,186,378,152,33.9,38,8.3,6.4
Span, Denard,452655,365,12.6,36.7,108.1,86.5,89.3,85.2,415,169,391,108,29.6,10,2.7,2.0
Panik, Joe,605412,333,9.7,32.7,108.1,86.5,88.3,86.4,400,154,374,98,29.7,9,2.7,2.3
Swihart, Blake,596119,135,13.9,34.1,108.1,86.0,88.7,85.2,403,164,373,36,26.7,7,5.2,3.4
Jones, Adam,430945,491,13.0,35.6,108.1,88.0,91.5,86.2,422,174,396,162,33.1,24,4.9,3.9
Lowrie, Jed,476704,471,17.2,38.2,108.0,89.0,91.9,86.1,412,197,380,177,37.7,25,5.3,3.7
Mullins, Cedric,656775,135,7.5,24.4,108.0,85.0,91.9,82.2,412,146,400,38,28.1,4,3.0,2.1
Bird, Greg,595885,198,18.9,33.8,107.9,86.9,93.6,79.2,407,197,381,66,33.3,21,10.6,6.8
Joyce, Matt,459964,157,14.4,38.2,107.9,87.1,92.8,79.6,416,185,398,50,31.8,11,7.0,4.5
Herrmann, Chris,543302,53,17.5,35.8,107.9,90.0,95.1,82.7,410,193,401,28,52.8,4,7.5,4.6
Gurriel, Yuli,493329,481,11.5,32.6,107.9,89.3,89.7,91.0,427,165,378,174,36.2,9,1.9,1.6
Murphy, John Ryan,571974,140,20.7,30.7,107.9,86.0,93.0,79.0,434,194,404,44,31.4,14,10.0,6.3
Kiner-Falefa, Isiah,643396,300,6.1,28.7,107.9,83.7,86.1,83.2,393,132,373,71,23.7,2,0.7,0.5
Moran, Colin,592567,340,10.5,38.2,107.8,88.0,92.4,84.7,416,165,399,120,35.3,18,5.3,3.9
Hanson, Alen,593700,229,12.8,32.8,107.7,82.8,86.9,79.8,413,156,384,49,21.5,9,3.9,2.9
Peterson, Jace,607054,154,10.2,31.8,107.7,86.7,91.5,82.6,415,156,400,50,32.5,5,3.2,2.0
Gyorko, Jedd,576397,278,15.2,35.6,107.7,87.3,92.1,81.8,425,181,390,87,31.3,21,7.6,5.2
Martinez, Victor,400121,425,14.0,35.3,107.6,87.8,90.8,85.5,416,181,384,129,30.4,20,4.7,3.9
Belt, Brandon,474832,294,22.5,43.9,107.6,86.1,90.5,79.5,429,217,389,93,31.6,31,10.5,6.8
Bregman, Alex,608324,512,16.9,37.9,107.6,89.2,93.4,86.1,420,190,384,204,39.9,39,7.6,5.5
Valbuena, Luis,472528,168,18.0,29.8,107.6,89.0,92.7,85.3,440,191,410,68,40.7,17,10.1,5.9
Spangenberg, Cory,605486,193,6.1,34.7,107.6,86.4,93.1,81.2,413,158,386,74,38.5,11,5.7,3.3
Perez, Carlos,542208,51,22.8,43.1,107.6,84.6,89.1,77.6,379,203,350,10,19.6,0,0.0,0.0
Mauer, Joe,408045,404,4.5,37.4,107.6,90.7,94.9,87.6,427,154,406,173,44.0,20,5.0,3.7
Rivera, Yadiel,592680,90,3.7,23.3,107.6,89.7,92.4,89.6,402,124,402,25,28.1,4,4.4,2.5
d'Arnaud, Chase,488818,58,19.9,36.2,107.5,88.2,91.3,83.8,410,201,381,19,32.8,3,5.2,3.0
Chisenhall, Lonnie,502082,73,20.0,38.4,107.5,84.3,88.6,80.7,376,199,366,21,28.8,2,2.7,2.1
Fowler, Dexter,451594,218,12.6,30.7,107.5,85.3,89.1,82.5,404,171,377,61,28.0,7,3.2,2.1
Votto, Joey,458015,405,13.3,45.9,107.5,88.1,92.5,81.4,417,192,383,141,34.9,27,6.7,4.3
Zobrist, Ben,450314,403,8.5,35.0,107.5,89.4,91.7,87.8,423,163,386,154,38.2,12,3.0,2.3
Astudillo, Willians,553902,91,12.2,38.5,107.4,87.1,88.1,87.1,405,180,386,27,29.7,5,5.5,5.2
Quinn, Roman,596451,97,6.4,28.9,107.4,85.0,87.7,83.5,393,149,383,27,27.8,2,2.1,1.4
Kipnis, Jason,543401,422,17.0,34.6,107.4,86.1,90.5,81.6,417,191,382,129,31.3,28,6.6,4.7
Arcia, Orlando,606115,263,3.3,24.3,107.4,85.6,90.6,83.7,403,121,384,75,28.6,6,2.3,1.6
Duggar, Steven,621453,98,12.8,36.7,107.4,84.7,90.3,80.2,386,162,378,30,30.6,4,4.1,2.6
Valaika, Pat,642162,94,13.8,30.9,107.3,82.9,88.4,78.5,439,169,414,20,21.3,3,3.2,2.3
Chirinos, Robinson,455139,222,21.6,36.5,107.3,87.8,93.3,80.6,456,206,393,87,39.2,24,10.8,5.6
Reyes, Jose,408314,190,12.4,28.4,107.3,84.5,89.0,82.4,413,150,381,45,23.8,5,2.6,2.0
Ortega, Rafael,542364,110,12.3,30.9,107.2,84.5,85.3,84.6,374,153,,25,22.7,0,0.0,0.0
Molina, Yadier,425877,399,15.4,37.6,107.2,88.1,92.3,84.3,438,184,394,134,33.6,22,5.5,4.4
Marrero, Deven,571918,56,6.0,32.1,107.2,84.1,90.9,79.2,395,136,,14,25.0,3,5.4,3.5
Urena, Richard,620446,69,11.7,31.9,107.2,85.6,90.1,83.6,395,153,376,22,31.9,1,1.4,0.9
Martini, Nick,605361,117,2.9,36.8,107.2,88.0,91.6,84.8,400,153,336,47,40.2,3,2.6,1.7
Gallagher, Cam,595956,50,20.0,32.0,107.2,84.9,87.0,85.0,395,187,395,12,24.0,4,8.0,5.8
Semien, Marcus,543760,510,15.3,35.1,107.1,86.6,91.3,82.9,428,177,393,163,32.1,23,4.5,3.3
Wong, Kolten,543939,302,6.8,26.5,107.1,84.4,91.1,80.1,409,149,386,93,30.9,10,3.3,2.5
Owings, Chris,572008,208,12.9,33.2,107.1,87.4,92.2,83.0,419,175,404,70,33.7,12,5.8,3.9
Adrianza, Ehire,501303,259,14.4,34.4,107.1,84.7,90.3,78.9,405,182,387,79,30.6,13,5.0,3.6
Walker, Neil,435522,264,13.1,42.8,107.0,87.6,92.4,82.0,436,192,402,88,33.3,16,6.1,4.0
Robertson, Daniel,621002,207,7.7,31.9,107.0,86.6,90.4,84.8,431,146,397,72,34.8,11,5.3,3.2
Young Jr., Eric,458913,82,1.8,29.3,107.0,82.6,88.1,80.5,423,129,423,20,24.4,1,1.2,0.9
Cozart, Zack,446359,185,17.1,39.5,107.0,85.4,88.4,84.6,397,179,384,51,27.7,4,2.2,1.6
Greinke, Zack,425844,52,6.8,25.0,106.9,80.7,89.6,74.2,385,151,,13,25.0,2,3.8,2.8
Fernandez, Jose Miguel,628336,101,11.7,36.6,106.9,85.4,87.7,84.1,401,156,382,37,36.6,3,3.0,2.4
Ervin, Phillip,640447,162,16.2,37.7,106.9,85.4,90.8,80.6,427,177,394,56,34.6,7,4.3,2.8
Murphy, Daniel,502517,291,16.3,42.3,106.9,87.6,89.4,87.1,425,195,394,83,28.5,14,4.8,4.0
Dyson, Jarrod,502481,176,7.3,28.4,106.9,81.1,88.2,76.1,408,141,385,34,19.3,3,1.7,1.3
Tucker, Kyle,663656,51,15.5,21.6,106.8,90.7,92.8,91.7,402,140,,23,45.1,2,3.9,2.8
Blandino, Alex,607468,89,8.3,28.1,106.8,86.2,88.9,84.2,382,155,370,28,31.5,1,1.1,0.7
Ellis, A.J.,454560,119,10.5,35.3,106.8,88.7,93.6,84.2,402,165,398,44,38.6,5,4.2,2.7
Blanco, Gregor,453923,133,14.4,37.6,106.7,83.5,88.9,79.3,399,162,389,31,23.5,5,3.8,2.5
Flaherty, Ryan,475247,122,-0.2,28.7,106.7,86.4,91.9,83.5,428,114,428,33,27.0,3,2.5,1.6
Leon, Sandy,506702,194,15.5,29.9,106.7,83.6,88.3,79.6,401,175,393,50,25.8,9,4.6,3.1
Ward, Taylor,621493,90,15.6,42.2,106.7,86.4,93.0,79.5,431,191,403,29,32.2,7,7.8,4.8
Barnhart, Tucker,571466,370,11.7,35.7,106.6,85.9,90.9,82.5,421,162,382,112,30.3,13,3.5,2.5
Machado, Dixon,553988,175,10.7,34.3,106.6,84.9,89.7,82.1,387,159,377,45,25.7,6,3.4,2.6
Casali, Curt,592200,110,13.5,36.4,106.6,86.0,90.3,82.5,391,174,372,34,30.9,5,4.5,3.2
Dahl, David,621311,183,13.9,35.0,106.6,88.7,93.0,84.7,438,191,408,71,38.8,17,9.3,6.3
Guillorme, Luis,641645,64,5.5,31.3,106.6,85.9,86.8,85.8,355,139,,20,31.3,0,0.0,0.0
Rojas, Miguel,500743,426,8.9,35.4,106.6,84.1,87.2,83.2,431,145,390,101,23.8,4,0.9,0.8
Lucroy, Jonathan,518960,357,13.4,37.0,106.6,86.7,90.1,85.3,408,169,386,98,27.5,8,2.2,1.8
Bonifacio, Jorge,593528,168,18.6,39.9,106.6,85.3,88.6,82.1,410,188,375,48,28.7,13,7.7,4.8
Szczur, Matt,519333,52,14.0,30.8,106.5,83.2,88.4,83.2,401,159,401,12,24.5,1,1.9,1.2
Rodriguez, Ronny,500135,154,11.3,27.9,106.5,83.9,90.3,79.8,402,160,380,46,29.9,5,3.2,2.4
Phegley, Josh,572033,68,14.4,30.9,106.5,84.9,91.1,78.3,384,176,375,15,22.1,2,2.9,2.0
Iglesias, Jose,578428,390,11.9,31.5,106.5,84.3,88.2,83.2,402,153,386,87,22.3,5,1.3,1.1
Turner, Justin,457759,313,18.3,44.7,106.5,89.1,91.4,86.7,430,204,399,115,36.7,24,7.7,5.6
Merrifield, Whit,593160,526,16.6,41.1,106.4,86.5,91.1,82.0,430,183,401,163,31.2,24,4.6,3.4
Utley, Chase,400284,131,15.7,32.8,106.4,87.3,90.5,84.2,394,178,358,41,32.5,3,2.3,1.6
Sisco, Chance,642082,94,13.4,30.9,106.4,87.8,92.8,84.2,411,170,397,27,28.7,4,4.3,2.2
DeShields, Delino,592261,262,3.7,27.9,106.3,79.6,86.9,75.1,386,143,374,37,14.1,3,1.1,0.8
Lopez, Raffy,607257,61,19.3,44.3,106.3,86.7,91.3,77.8,418,209,415,16,27.6,4,6.6,3.4
Ahmed, Nick,605113,413,11.3,36.3,106.2,86.5,91.5,81.8,438,175,393,124,30.0,21,5.1,3.7
Prado, Martin,445988,162,9.1,34.0,106.2,87.5,87.7,88.2,400,155,374,42,26.1,4,2.5,1.9
Romine, Andrew,461865,84,8.5,28.6,106.2,78.8,82.2,76.7,373,143,,14,16.7,1,1.2,0.8
Williams, Mason,592863,96,7.3,31.3,106.1,85.4,90.5,81.1,418,154,403,33,34.4,2,2.1,1.5
Forsythe, Logan,523253,289,10.4,29.4,106.1,87.3,89.6,86.4,423,151,393,86,29.8,3,1.0,0.7
Sucre, Jesus,491696,159,9.7,28.9,106.1,84.7,85.9,85.5,383,154,383,39,24.5,1,0.6,0.5
Riddle, JT,595375,245,7.3,34.3,106.1,87.0,91.8,84.2,420,151,391,71,29.0,13,5.3,3.9
Kinsler, Ian,435079,426,17.8,36.6,106.1,85.3,89.0,83.4,412,177,389,110,25.9,13,3.1,2.4
Suzuki, Kurt,435559,310,18.2,33.2,106.0,87.2,91.2,84.0,415,182,382,107,34.5,12,3.9,3.1
Jansen, Danny,643376,65,21.1,30.8,106.0,85.1,91.0,79.0,400,195,388,18,27.7,6,9.2,6.3
Hechavarria, Adeiny,588751,247,13.4,34.8,105.9,86.6,89.6,84.5,403,176,380,82,33.2,6,2.4,1.9
Reddick, Josh,502210,359,18.1,32.0,105.9,85.2,89.8,82.0,434,179,378,95,26.5,14,3.9,2.9
Holt, Brock,571788,250,6.3,33.2,105.9,87.5,90.9,85.6,426,152,402,77,30.8,9,3.6,2.5
Stevenson, Andrew,664057,56,2.8,33.9,105.9,83.8,92.1,76.1,401,160,401,20,35.7,2,3.6,2.3
Garcia, Greg,594824,147,9.9,31.3,105.8,81.9,87.9,78.0,391,154,370,37,25.2,4,2.7,1.9
Galvis, Freddy,520471,462,13.2,32.9,105.8,87.5,91.8,83.7,419,177,382,129,28.5,18,3.9,2.7
Shuck, JB,543776,109,6.2,24.8,105.7,83.8,88.6,83.1,384,124,,27,24.8,0,0.0,0.0
Heredia, Guillermo,628338,249,9.2,31.3,105.7,83.9,89.4,80.0,397,161,365,67,26.9,7,2.8,2.1
Allen, Greg,656185,212,6.5,35.4,105.7,84.7,88.0,82.0,389,155,388,64,30.2,3,1.4,1.0
Goins, Ryan,572365,87,4.5,35.6,105.6,84.8,92.1,78.5,392,159,,23,26.4,1,1.1,0.8
McNeil, Jeff,643446,205,14.0,32.2,105.6,85.2,90.1,82.6,399,168,391,59,28.9,5,2.4,2.0
Frazier, Adam,624428,267,10.0,34.5,105.5,87.6,90.2,86.1,413,163,383,82,30.7,11,4.1,3.1
Escobar, Alcides,444876,423,9.5,30.3,105.5,83.1,88.2,79.3,398,155,386,91,21.5,9,2.1,1.7
Descalso, Daniel,518614,246,19.1,41.9,105.5,89.0,92.3,85.9,432,210,385,85,34.8,25,10.2,5.9
Parra, Gerardo,467827,331,8.0,34.7,105.5,85.3,90.2,81.9,433,156,402,87,26.3,9,2.7,2.0
Guyer, Brandon,446386,147,14.1,32.7,105.4,84.2,88.3,81.0,401,182,378,45,31.3,7,4.8,3.2
Tilson, Charlie,605508,89,-0.6,24.7,105.4,77.6,82.9,75.8,358,100,,15,16.9,0,0.0,0.0
Field, Johnny,608654,151,12.5,36.4,105.3,85.6,91.2,81.1,425,182,391,46,30.5,8,5.3,3.4
Crawford, J.P.,641487,82,14.7,31.7,105.2,86.4,92.9,81.3,387,178,384,28,34.1,4,4.9,2.9
Vazquez, Christian,543877,211,12.6,32.7,105.2,87.2,87.9,89.0,392,164,382,60,28.6,4,1.9,1.5
Harrison, Josh,543281,283,14.9,36.0,105.1,84.7,90.3,78.8,421,180,386,74,26.1,11,3.9,2.9
Kieboom, Spencer,571851,98,11.5,35.7,105.1,84.0,89.5,78.8,414,159,385,20,20.4,1,1.0,0.7
Wynns, Austin,642851,88,6.7,31.8,105.1,83.8,87.4,82.0,407,144,374,24,27.3,3,3.4,2.5
Marquez, German,608566,54,-4.5,24.1,105.1,78.5,85.9,74.8,447,113,447,12,22.2,2,3.7,3.1
Cowart, Kaleb,592230,69,21.8,34.8,105.0,86.9,90.6,83.4,387,193,377,21,30.4,3,4.3,2.4
Knapp, Andrew,595284,114,12.5,39.5,105.0,87.6,91.2,82.3,408,184,395,45,39.5,10,8.8,4.7
Inciarte, Ender,542255,519,10.0,32.9,105.0,83.6,87.9,80.6,433,156,380,97,18.7,8,1.5,1.2
Jay, Jon,445055,440,3.2,31.8,105.0,84.1,89.0,81.1,413,131,387,94,21.4,8,1.8,1.4
Joseph, Caleb,543376,199,12.6,39.2,105.0,84.6,89.3,80.5,399,174,382,58,29.4,3,1.5,1.1
Duffy, Matt,622110,413,4.6,33.7,104.9,86.6,90.0,84.8,410,134,402,115,27.8,5,1.2,0.9
Dozier, Brian,572821,429,17.8,31.0,104.8,86.7,91.7,82.6,409,179,379,122,29.0,27,6.3,4.3
Smith, Mallex,605480,391,2.6,32.5,104.7,84.0,89.1,80.3,412,144,393,90,23.0,6,1.5,1.1
Sierra, Magneuris,642423,111,-1.4,20.7,104.7,77.4,83.5,74.6,351,101,,16,14.4,0,0.0,0.0
Gordon, Dee,543829,490,3.5,30.4,104.7,80.6,85.2,78.3,388,130,365,61,12.5,1,0.2,0.2
Freitas, David,571679,69,10.3,37.7,104.6,89.7,92.6,87.7,392,177,392,23,33.8,4,5.8,3.8
Farmer, Kyle,571657,54,12.2,31.5,104.6,86.7,90.3,83.4,378,158,,16,33.3,0,0.0,0.0
McCann, Brian,435263,151,23.1,36.4,104.5,86.0,89.3,84.0,410,192,389,39,25.8,5,3.3,2.3
Phillips, Brett,621433,74,10.5,31.1,104.4,84.8,90.6,81.8,423,148,406,22,29.7,3,4.1,2.0
Davis, Rajai,434658,153,9.2,31.4,104.4,82.6,87.3,79.6,397,148,352,41,27.0,2,1.3,0.9
Jankowski, Travis,608671,276,2.0,28.3,104.3,83.5,85.8,82.8,415,119,385,52,19.3,2,0.7,0.5
Difo, Wilmer,594694,333,11.8,34.5,104.2,82.1,87.0,78.1,403,156,380,63,19.0,8,2.4,1.8
